Thur,29,40,42,50,45,45,47,55,51
Fri,23,26,26,45,47,50,52,59,37
Sat,5,9,14,14,16,12,12,5,4
Sun,28,31,38,35,50,34,31,39,39
Mon,4,15,17,20,21,16,12,15,7
Tue,26,33,31,29,45,34,33,41,40
Wed,24,36,35,39,48,33,31,39,39
Thur,28,39,48,53,45,45,46,55,52
Fri,23,28,31,47,46,50,51,53,38
Sat,6,10,11,17,15,11,14,2,3
Sun,29,33,31,37,46,33,33,38,37
Mon,6,13,15,18,21,17,13,16,7
Tue,27,33,29,29,47,32,32,36,39
Wed,24,32,36,38,46,34,32,34,40
Thur,25,39,40,56,51,44,46,49,47
Fri,22,26,27,39,50,51,52,52,39
Sat,3,10,11,15,16,13,14,3,1
Sun,29,29,38,37,46,32,33,43,40
Mon,9,13,16,17,23,18,13,15,4
Tue,27,30,31,33,45,34,33,40,39
Wed,24,36,37,42,44,33,34,38,39
Thur,26,37,46,55,50,42,45,53,46
Fri,23,30,34,46,48,49,52,54,37
Sat,7,8,13,15,17,11,14,2,2
Sun,28,33,32,38,47,35,32,41,37
Mon,8,13,17,20,21,15,13,18,4
Tue,29,32,34,38,49,35,33,34,39
Wed,25,35,34,39,44,35,33,34,42
Thur,29,35,47,58,51,45,46,53,53
Fri,20,29,35,45,51,50,51,50,39
Sat,3,11,13,17,17,14,12,3,4
Sun,27,30,38,33,50,34,31,38,37
Mon,5,15,15,20,22,17,13,16,6
Tue,27,31,36,35,49,32,32,43,39
Wed,24,36,34,40,50,36,31,42,41
Thur,24,39,42,56,50,45,47,58,50
Fri,21,26,29,43,45,49,50,52,40
Sat,3,8,13,15,17,11,14,4,2
Sun,24,33,31,34,45,34,31,39,40
Mon,6,17,15,18,23,15,13,17,4
Tue,27,29,29,30,48,32,32,41,39
Wed,25,32,35,42,48,35,33,34,42
Thur,27,36,40,52,48,45,47,52,44
Fri,22,29,32,40,50,49,50,55,37
Sat,7,9,13,16,15,14,14,4,2
Sat,7,10,13,13,16,11,12,4,2
Sun,24,28,36,33,51,33,32,43,38
Tue,27,28,36,33,47,32,32,37,37
Wed,24,32,36,41,45,33,34,43,40
Thur,29,34,46,51,47,44,46,54,52
Fri,19,26,26,40,46,48,50,50,40
Sat,3,11,12,16,17,13,13,2,1
Sun,29,30,30,37,44,34,33,40,38
Mon,8,13,16,19,23,17,13,17,5
Tue,24,32,35,34,51,34,33,38,40
Wed,25,34,38,42,44,36,31,43,39
Thur,29,37,45,53,51,43,47,49,52
Fri,19,28,29,42,52,51,50,57,39
Sat,2,8,11,14,16,13,12,4,4
Sun,25,28,29,32,49,33,32,36,40
Mon,8,16,15,18,21,15,12,17,4
Wed,24,35,36,45,45,33,31,41,40
Sun,24,30,35,30,49,32,33,40,37
Tue,25,29,32,34,46,33,32,40,38
Thur,29,40,47,53,48,42,45,55,53
Fri,22,25,30,39,51,50,51,56,37
Sat,2,8,12,17,16,13,12,6,4
Sun,29,34,31,34,44,34,33,38,40
Mon,4,15,16,19,22,16,14,17,5
Tue,26,29,32,33,49,34,32,35,39
Wed,25,35,38,41,46,37,34,36,39
Thur,26,34,40,54,44,45,47,50,53
Fri,23,28,29,41,46,48,50,59,37
Sat,2,9,11,16,17,13,12,4,1
Sun,29,30,33,36,46,33,32,34,39
Mon,5,14,15,20,22,15,14,15,7
Tue,27,28,30,36,49,32,32,34,39
Wed,25,33,36,45,49,33,33,41,42
Thur,24,38,46,51,44,42,45,53,49
Sat,5,10,12,15,15,11,12,3,1
Fri,21,29,33,41,45,50,50,51,39
Mon,6,15,16,21,22,15,14,16,6
Tue,26,33,30,30,47,34,33,35,38
Wed,26,35,34,41,49,36,31,41,40
Mon,9,12,15,18,23,17,13,19,7
Thur,24,36,42,56,44,44,46,54,48
Fri,21,25,34,47,47,50,52,56,39
Sat,4,13,14,16,16,14,13,2,4
Sun,26,29,32,34,50,32,33,40,37
Mon,6,12,16,19,22,17,13,16,5
Tue,29,33,30,36,44,34,31,36,39
Mon,8,16,15,19,23,15,14,15,6
Thur,25,37,45,53,50,45,45,53,52
Fri,24,29,34,46,48,51,50,52,40
Sat,5,12,11,17,17,14,13,6,3
Sun,26,32,36,34,46,33,31,40,39
Tue,29,28,38,35,51,33,32,42,39
Mon,8,15,17,20,21,15,14,17,5
Wed,26,35,38,38,50,38,32,42,41
Thur,26,40,39,49,45,44,47,50,47
Fri,23,27,34,44,46,50,50,51,38
Sat,5,9,11,16,15,12,13,5,3
Sun,28,33,34,33,48,32,31,34,37
Sun,26,32,33,33,48,34,31,38,37
Mon,9,15,16,18,22,16,12,19,4
Tue,27,31,30,38,44,34,32,42,37
Wed,26,32,38,36,43,38,32,34,39
Thur,26,36,45,52,51,42,46,50,46
Fri,19,29,35,47,51,48,50,59,37
Sat,3,8,14,16,15,12,13,5,2
Sun,28,31,37,34,49,34,32,35,38
Mon,9,15,17,19,23,18,14,19,5
Tue,24,32,33,34,49,35,31,35,40
Wed,25,35,34,36,50,34,34,36,39
Thur,28,35,45,50,50,44,46,51,47
Sat,6,9,11,17,15,11,13,4,2
Fri,23,25,32,45,52,49,51,52,40
Wed,25,33,35,44,50,37,34,35,42
Tue,28,31,35,38,49,34,33,43,40
Wed,24,32,35,39,50,38,33,37,42
Thur,29,34,43,53,44,44,47,52,44
Fri,23,26,31,44,52,50,51,57,38
Sat,7,11,12,17,16,13,14,3,3
Sun,27,34,37,32,49,34,31,37,38
Mon,9,17,18,18,21,15,13,17,4
Tue,29,30,33,33,48,35,32,39,40
Wed,25,32,35,41,46,33,32,38,40
Thur,27,37,44,58,47,45,45,50,52
Fri,21,28,33,47,47,51,52,53,39
Sun,26,30,35,33,47,32,32,38,39
Sun,24,28,29,38,47,35,31,43,40
Mon,8,17,16,17,21,15,12,19,6
Tue,25,28,30,32,50,34,33,41,37
Wed,25,35,34,39,47,34,31,39,40
Thur,24,34,45,49,48,42,45,58,50
Fri,19,26,28,40,47,48,50,54,38
Mon,6,14,18,19,21,16,13,16,5
Sun,29,34,30,37,51,34,32,38,40
Mon,8,12,18,20,21,16,12,17,5
Tue,24,31,38,32,48,35,32,34,39
Wed,24,32,36,45,48,38,34,40,41
Thur,28,38,41,50,51,42,46,54,48
Fri,20,26,27,41,51,49,50,53,37
Sat,2,13,12,14,17,12,12,4,1
Sun,26,28,37,36,47,32,32,35,39
Mon,8,17,15,18,21,16,12,19,7
Tue,28,28,30,34,50,35,31,34,40
Wed,25,36,38,42,43,37,34,34,41
Thur,24,40,44,55,46,44,45,49,49
Fri,21,29,33,39,45,51,52,51,39
Sat,6,9,14,14,17,11,13,2,2
Sun,24,33,37,31,47,33,31,43,38
Sat,2,9,12,15,15,11,14,3,2
Tue,25,28,36,38,45,32,33,42,37
Wed,25,36,38,36,45,35,33,34,40
Thur,29,40,46,54,45,44,45,58,44
Fri,22,29,33,42,52,49,51,52,38
Sat,6,9,12,16,17,12,13,5,2
Sun,27,33,38,32,51,33,33,42,37
Mon,4,14,15,18,21,18,14,18,4
Tue,26,29,33,33,46,34,31,42,37
Wed,25,33,35,44,50,38,32,42,40
Thur,25,40,39,50,51,44,46,58,52
Fri,24,28,32,45,49,50,51,56,37
Sat,4,11,13,15,16,13,14,2,4
Sun,24,29,31,29,48,33,33,34,40
Mon,5,14,15,18,22,15,12,19,6
Tue,28,33,33,38,46,35,31,40,40
Wed,25,35,37,41,43,33,31,38,41
Thur,25,34,42,58,47,42,47,52,52
Fri,22,27,35,48,45,49,50,55,39
Sat,2,11,13,13,16,11,14,4,4
Sun,24,31,38,35,49,34,32,36,39
Tue,29,31,32,37,51,33,33,42,39
Mon,8,15,15,17,21,18,13,19,7
Wed,25,32,34,44,44,34,34,34,41
Thur,27,36,45,54,47,42,47,49,49
Fri,23,30,32,44,47,51,51,58,39
Sat,7,12,14,16,17,11,12,2,1
Sun,28,32,37,29,48,34,32,36,40
Mon,8,12,18,18,23,15,14,19,5
Tue,27,28,33,38,50,35,31,36,38
Wed,24,36,36,39,44,35,32,40,42
Thur,25,38,48,49,45,45,47,56,53
Fri,24,24,26,46,45,50,51,57,40
Sat,6,11,11,15,17,14,12,6,4
Sun,25,30,37,33,49,33,31,40,40
Mon,4,12,15,17,23,18,12,18,4
Tue,29,29,30,35,48,33,31,37,39
Wed,26,36,36,43,50,36,34,42,42
Thur,27,34,41,56,46,42,45,55,51
Fri,24,28,31,46,49,50,51,50,39
Sat,7,9,14,15,17,12,12,6,1
Sun,28,29,29,31,51,35,32,43,38
Mon,7,14,17,17,22,18,12,17,7
Tue,26,34,35,37,50,33,33,41,38
Wed,25,36,37,40,50,36,32,35,42
Thur,28,39,43,50,50,42,45,50,47
Fri,21,25,35,44,46,48,50,56,40
Sat,7,9,13,14,15,13,14,2,1
Sun,27,34,30,29,49,35,33,41,37
Mon,4,15,18,17,23,15,12,15,6
Tue,28,31,34,34,45,35,33,34,40
Wed,26,32,37,44,47,37,33,42,42
Thur,24,38,42,56,46,42,47,57,53
Fri,24,24,34,44,48,49,52,58,38
Sat,6,11,11,16,17,12,13,4,3
Sun,29,29,35,31,45,35,32,43,40
Mon,9,14,17,20,22,18,13,16,5
Tue,28,28,34,35,51,34,33,38,38
Wed,24,35,36,38,50,36,31,37,40
Thur,27,35,40,53,50,44,45,58,50
Fri,20,24,32,41,46,48,52,55,40
Sat,5,12,12,15,15,11,12,2,2
Sun,28,29,34,36,45,32,31,38,38
Mon,8,16,17,18,21,16,13,16,7
Tue,24,30,37,33,49,35,33,34,40
Wed,24,36,36,39,46,37,33,43,42
Thur,25,39,45,54,51,43,47,55,48
Fri,20,25,26,46,50,51,52,54,37
Sat,6,12,14,15,15,12,13,5,2
Sun,27,34,32,31,44,35,31,41,39
Mon,7,12,17,19,23,17,13,19,4
Tue,24,31,31,30,46,35,33,35,40
Wed,26,35,34,42,48,33,32,40,41
Thur,29,39,42,53,51,45,46,57,53
Fri,21,24,30,40,50,48,51,56,38
Sat,6,11,11,16,15,14,12,5,4
Sun,26,34,34,31,51,33,32,36,40
Mon,6,15,16,18,22,17,14,19,4
Sat,6,9,12,17,17,11,14,4,4
Mon,5,12,16,18,23,16,12,16,7
Tue,25,34,36,37,47,33,32,35,40
Wed,26,32,37,43,44,37,32,43,39
Thur,27,34,45,56,48,44,45,53,44
Fri,19,28,33,48,45,49,52,55,39
Sat,3,12,11,16,15,13,13,3,2
Sun,26,30,31,29,50,34,31,34,38
Mon,8,12,16,19,22,18,14,15,4
Tue,27,32,38,29,44,35,33,40,38
Wed,24,35,34,37,45,35,34,38,42
Thur,25,34,43,49,47,45,47,54,45
Fri,24,29,34,44,52,49,50,57,37
Sat,4,13,12,13,15,14,13,4,4
Sun,28,30,35,36,50,33,32,40,38
Mon,4,14,18,21,22,15,14,18,6
Tue,29,28,30,36,44,33,32,34,39
Wed,26,34,37,44,47,35,31,35,40
Thur,27,40,45,56,50,44,47,52,52
Fri,19,29,32,40,48,49,50,55,40
Sat,5,12,13,13,15,14,14,5,3
Sun,29,31,29,38,51,34,32,35,40
Mon,9,17,15,17,22,16,12,18,6
Tue,26,33,29,30,48,35,33,39,39
Wed,25,34,34,37,48,38,32,43,39
Thur,29,34,41,51,50,45,46,53,44
Fri,22,25,27,41,51,50,51,56,38
Sat,2,9,12,17,15,11,13,2,3
Sun,25,32,38,38,47,35,31,36,40
Mon,5,14,18,21,23,16,14,17,7
Tue,24,31,33,36,47,35,32,43,40
Wed,24,36,35,36,44,35,32,42,39
Thur,29,38,43,50,45,42,45,52,50
Fri,24,30,27,42,49,48,51,55,38
Sat,2,8,13,16,17,12,14,6,4
Sun,28,33,34,36,44,35,32,41,38
Mon,7,16,16,20,23,18,14,17,4
Tue,29,31,37,30,49,35,33,41,40
Wed,24,36,34,44,48,36,34,38,39
Thur,27,38,42,50,48,42,45,53,48
Fri,23,27,26,42,48,51,52,53,40
Sat,2,9,12,15,15,11,14,6,1
Sun,25,31,36,32,47,34,32,37,40
Mon,5,13,16,20,21,17,12,19,6
Tue,27,29,30,37,51,32,33,41,37
Wed,26,35,37,43,44,35,34,39,42
Thur,25,34,48,52,46,45,46,58,53
Fri,22,29,35,44,48,48,50,55,37
Sat,6,9,11,16,17,12,14,2,2
Sun,29,29,33,31,51,33,32,40,38
Mon,6,13,17,17,21,15,12,17,4
Tue,26,34,35,32,48,35,33,40,39
Wed,26,33,36,44,48,35,33,36,42
Thur,28,37,48,49,46,44,46,53,50
Fri,20,30,29,44,49,48,51,50,40
Sat,3,10,11,14,15,11,14,2,2
Sun,27,34,31,30,45,32,33,38,38
Mon,9,14,17,21,21,16,12,16,7
Tue,26,29,35,37,44,34,32,36,39
Wed,25,36,36,41,46,36,34,36,42
Thur,25,38,42,49,47,42,47,55,52
Fri,24,29,27,46,45,50,51,50,40
Sat,4,9,14,15,16,11,13,3,3
Sun,25,31,30,30,49,35,33,41,37
Mon,5,12,16,20,22,18,13,18,5
Tue,26,29,31,35,44,34,33,34,40
Wed,24,33,37,39,50,36,32,43,39
Thur,25,37,45,58,47,45,46,49,47
Fri,21,28,35,43,50,50,52,53,40
Sat,4,12,14,14,15,14,14,6,4
Sun,25,28,30,34,45,32,31,37,40
Mon,6,14,15,21,23,17,12,15,7
Tue,26,34,29,29,44,35,33,38,39
Wed,25,34,38,38,48,33,33,38,40
Thur,26,37,44,55,48,43,45,54,49
Fri,24,27,26,44,47,48,50,52,37
Sat,5,11,14,13,15,13,14,5,4
Sun,24,30,30,30,46,32,31,41,38
Mon,7,16,15,20,22,15,14,17,7
Tue,25,30,34,31,48,32,31,38,40
Wed,26,34,36,40,48,35,32,43,40
Thur,26,34,42,56,45,45,45,53,47
Fri,23,26,29,42,45,51,50,59,38
Sat,7,10,11,17,17,11,13,6,1
Sun,27,31,30,33,50,32,31,36,39
Mon,9,12,17,20,22,18,12,16,7
Tue,28,34,31,31,44,35,33,43,38
Wed,24,36,37,44,48,38,31,41,41
Thur,24,38,48,57,50,43,45,58,45
Fri,20,30,30,41,47,50,52,53,38
Sat,5,11,11,14,17,13,12,4,4
Sun,27,31,30,37,47,32,32,35,38
Mon,9,15,16,21,22,18,12,17,4
Tue,29,30,38,36,45,34,31,40,38
Wed,25,34,37,43,50,36,32,40,42
Thur,25,39,43,52,45,42,45,56,45
Fri,23,24,30,42,46,50,50,54,38
Sat,6,8,11,15,16,12,12,5,4
Sun,27,34,35,30,44,33,32,37,37
Mon,8,13,16,18,23,15,14,17,4
Tue,27,29,34,34,46,33,33,38,39
Wed,24,34,38,37,49,36,31,42,41
Thur,24,34,43,52,44,43,45,49,51
Fri,22,28,31,47,51,50,52,52,39
Sat,5,10,11,16,16,14,13,5,1
Sun,27,34,29,30,45,33,32,41,40
Mon,9,17,18,18,22,18,13,15,6
Tue,24,31,30,30,44,34,33,36,37
Wed,24,35,37,39,48,36,33,35,41
Thur,26,37,40,56,49,44,47,49,51
Fri,20,25,30,44,49,49,51,57,37
Sat,3,8,12,14,17,14,12,6,4
Sun,29,29,37,29,46,33,33,41,37
Mon,9,12,15,19,21,18,14,15,4
Tue,27,28,37,32,44,32,33,36,39
Wed,25,32,36,42,45,36,33,39,39
Thur,29,38,43,51,48,42,45,53,51
Fri,21,25,28,43,51,50,52,57,38
Sat,7,11,13,14,16,11,13,3,2
Sun,27,28,38,34,45,33,32,35,39
Mon,8,16,17,19,22,18,14,15,4
Tue,27,31,36,38,47,33,33,37,39
Wed,26,33,36,36,44,33,31,37,41
Thur,26,37,43,55,49,45,45,49,46
Fri,19,26,29,42,50,51,52,54,39
Sat,3,13,13,15,16,12,13,5,2
Sun,24,33,36,36,46,35,31,34,38
Mon,8,14,18,19,22,16,14,15,7
Tue,27,31,33,29,48,35,32,36,39
Wed,24,35,36,36,47,34,33,40,41
Thur,24,36,44,50,49,44,45,54,53
Fri,23,30,35,42,52,49,50,50,39
Sat,4,9,12,15,17,12,12,4,4
Sun,27,34,34,32,50,34,33,41,38
Mon,5,15,18,21,23,17,14,17,4
Tue,27,34,29,35,45,33,33,42,39
Wed,26,32,37,36,49,37,33,38,39
Thur,28,38,46,54,45,44,45,52,47
Fri,22,28,34,45,45,50,51,57,37
Sat,6,13,13,13,15,11,14,2,3
Sun,29,32,33,32,50,33,32,40,40
Mon,8,13,15,21,21,16,14,17,6
Tue,27,29,35,32,47,32,32,36,40
Wed,25,35,36,39,45,34,31,40,42
Thur,24,40,44,53,49,42,45,49,46
Fri,24,26,35,45,47,51,51,55,39
Sat,2,8,11,14,17,13,13,6,3
Sun,28,30,30,34,47,35,31,42,40
Mon,8,16,18,17,21,16,12,19,4
Tue,29,29,29,35,50,35,32,41,37
Wed,25,36,34,38,47,34,34,41,42
Thur,26,34,44,56,51,45,46,51,52
Fri,19,25,27,41,48,50,51,53,38
Sat,4,10,13,13,17,13,13,5,4
Sun,29,33,32,29,45,34,31,36,40
Mon,5,17,16,18,23,18,13,19,6
Tue,25,32,36,36,45,34,32,42,40
Wed,24,33,36,37,43,35,31,39,41
Thur,24,37,40,57,44,42,47,52,52
Fri,23,30,30,44,50,51,51,56,40
Sat,3,9,13,15,16,11,12,3,1
Sun,28,30,35,34,47,34,33,35,40
Tue,25,30,32,35,44,33,33,34,39
Wed,26,35,37,43,44,38,31,41,41
Thur,28,40,41,51,47,44,46,50,48
Mon,9,17,16,21,22,18,14,18,4
Fri,21,24,34,45,48,49,52,57,37
Sat,7,13,14,13,16,13,12,4,3
Mon,5,16,15,19,21,15,14,19,5
Sun,29,32,36,31,45,34,33,36,39
Tue,24,32,30,36,45,33,33,35,37
Wed,25,33,35,37,49,36,32,43,41
Thur,26,38,47,52,45,42,46,51,50
Fri,22,30,33,39,46,50,52,52,39
Sat,2,11,14,14,15,11,12,4,1
Mon,8,15,16,21,23,15,13,17,6
Sun,24,32,37,35,46,32,32,43,38
Tue,25,32,30,36,48,32,32,41,40
Wed,25,32,35,42,49,34,33,42,41
Thur,26,34,45,54,49,42,45,58,45
Fri,20,24,32,45,48,48,51,50,39
Sat,6,12,12,13,15,13,12,4,1
Sun,25,34,38,32,50,35,31,38,40
Mon,5,12,15,17,23,15,13,19,5
Tue,24,29,36,29,47,33,31,43,40
Wed,26,36,38,36,44,37,34,40,39
Thur,26,35,47,56,44,42,47,55,46
Fri,23,27,27,48,52,50,50,50,37
Sat,2,11,13,16,17,14,12,3,3
Sun,28,31,34,29,49,35,32,43,37
Mon,6,16,17,19,23,18,13,16,7
Tue,24,28,30,32,44,32,31,39,38
Wed,25,33,34,39,50,35,33,41,40
Thur,26,37,41,51,44,43,46,53,45
Fri,23,24,32,48,45,51,51,52,38
Sat,5,10,12,15,17,11,12,6,4
Sun,27,28,37,35,47,35,33,38,38
Mon,8,14,18,17,23,18,12,19,7
Tue,27,28,32,31,47,34,32,37,40
Wed,26,36,36,43,48,38,31,41,42
Thur,27,40,40,53,46,42,46,58,48
Fri,22,29,27,39,47,48,52,51,40
Sat,4,11,12,16,15,14,12,6,3
Sun,25,33,35,38,47,34,32,39,39
Mon,4,17,17,18,22,15,13,16,4
Tue,25,30,38,35,47,33,32,38,38
Wed,26,35,37,43,50,33,33,37,42
Thur,27,39,45,52,44,43,47,56,53
Fri,19,28,30,39,47,49,52,50,38
Sat,4,9,14,14,17,12,12,4,4
Sun,29,32,35,34,46,35,32,35,37
Mon,9,14,18,18,23,18,12,15,6
Tue,27,30,38,34,48,33,33,39,38
Wed,24,32,35,36,47,34,32,39,42
Thur,24,39,42,56,44,43,47,51,50
Fri,24,29,30,47,46,49,51,52,37
Sat,2,12,13,13,15,11,14,6,2
Sun,24,34,37,36,46,35,32,35,40
Mon,5,14,15,18,23,16,14,18,7
Tue,29,34,34,33,49,34,32,38,37
Wed,24,35,34,37,46,36,34,40,40
Thur,24,38,42,50,46,42,47,56,47
Fri,21,29,34,44,49,50,52,50,39
Sat,2,13,12,17,16,11,12,6,4
Sun,27,31,34,36,48,34,33,41,40
Mon,4,12,18,18,21,16,14,15,6
Tue,28,33,29,38,48,34,33,43,39
Wed,24,32,38,40,46,36,31,42,40
Thur,24,37,42,51,46,42,45,58,52
Fri,23,27,31,41,49,49,51,55,37
Sat,2,11,14,13,17,14,14,4,3
Sun,26,31,32,35,47,35,31,38,40
Mon,6,13,18,20,21,15,13,18,7
Tue,27,31,36,34,45,32,32,40,38
Wed,26,34,37,37,44,33,34,41,39
Thur,29,35,45,50,46,44,46,57,52
Fri,24,25,28,41,52,50,51,51,37
Sat,5,8,11,16,16,13,14,5,2
Sun,24,32,35,31,51,33,32,43,38
Mon,7,17,18,19,22,16,14,17,5
Tue,29,34,35,32,46,34,31,37,38
Wed,26,33,34,45,48,37,34,40,39
Thur,26,38,42,51,44,42,47,57,52
Fri,19,29,32,40,47,48,51,54,40
Sat,3,8,11,15,17,13,13,4,1
Sun,24,34,32,35,48,33,31,41,39
Mon,6,16,15,21,21,17,14,19,6
Tue,28,33,31,31,50,35,31,36,37
Wed,24,36,35,42,48,38,33,37,42
Thur,28,36,39,51,46,45,45,56,44
Fri,23,27,35,43,47,48,51,57,38
Sat,5,12,12,16,16,11,13,4,1
Sun,26,33,36,34,50,33,32,43,38
Mon,7,15,16,18,21,17,14,17,4
Tue,25,34,33,33,44,32,32,41,39
Wed,25,34,35,36,44,37,32,34,41
Thur,28,35,39,54,50,43,46,52,51
Fri,22,25,30,43,45,51,51,57,37
Sat,3,10,12,13,16,12,14,5,4
Sun,28,33,35,34,46,32,32,39,40
Mon,7,15,17,20,21,18,13,15,7
Tue,27,30,30,29,48,32,33,42,38
Wed,25,35,36,42,46,33,33,35,42
Thur,28,38,46,58,45,44,46,54,52
Fri,20,25,34,40,51,49,50,51,39
Sat,5,11,13,16,15,14,14,3,4
Sun,25,34,34,33,48,32,33,39,39
Mon,6,16,15,18,23,17,13,16,6
Tue,27,28,33,29,51,35,32,36,37
Wed,26,36,34,43,49,33,31,41,41
Thur,29,35,39,57,50,42,45,52,47
Fri,19,29,31,42,50,51,51,56,38
Sat,6,8,13,14,16,12,12,5,3
Sun,25,34,37,30,49,33,31,39,39
Mon,7,16,16,21,23,15,14,16,5
Tue,24,28,32,38,50,34,31,40,38
Thur,28,38,40,51,47,44,47,50,50
Wed,26,32,35,45,48,37,31,35,42
Fri,22,24,27,46,50,49,51,51,38
Sat,2,11,12,15,16,14,13,3,2
Sun,27,33,37,34,46,33,33,39,40
Tue,25,33,36,31,51,32,33,35,39
Wed,24,35,37,44,44,36,32,41,41
Thur,27,34,39,57,47,44,45,50,48
Fri,24,30,29,40,46,50,50,59,39
Mon,9,17,18,21,22,18,14,15,6
Sat,3,12,12,14,17,11,14,3,1
Sun,25,29,30,30,44,34,32,43,37
Mon,5,16,16,21,23,16,13,19,4
Tue,26,32,29,33,48,34,33,43,37
Wed,24,33,36,42,45,35,33,40,40
Thur,24,38,43,51,47,44,45,51,49
Fri,22,29,34,46,47,49,50,59,37
Sat,3,11,14,13,15,12,13,4,3
Sun,27,32,30,36,46,35,33,41,37
Mon,9,17,17,20,21,15,13,18,4
Tue,24,34,30,35,45,32,31,37,39
Wed,24,36,34,43,49,36,32,37,42
Thur,26,40,48,56,51,43,47,58,51
Fri,22,28,28,42,48,49,52,59,40
Sat,2,10,11,16,17,13,14,2,3
Sun,24,34,38,32,49,32,33,39,40
Mon,4,15,15,21,21,16,13,15,7
Tue,24,34,32,32,45,34,31,37,38
Wed,26,33,34,36,43,36,32,41,39
Thur,26,36,47,54,44,45,45,56,52
Fri,24,25,26,43,45,51,51,59,37
Sat,3,10,11,17,15,11,14,6,3
Sun,27,32,32,38,46,35,31,36,38
Mon,8,13,17,19,21,17,13,19,4
Tue,29,31,32,29,51,32,31,40,39
Wed,26,35,35,43,43,33,32,43,42
Thur,28,37,44,58,46,45,45,52,46
Fri,22,27,33,42,46,49,51,56,40
Sat,2,11,13,13,16,11,14,6,3
Sun,25,28,30,35,50,35,31,36,38
Mon,6,12,16,18,21,16,14,16,5
Tue,24,33,30,37,50,34,32,41,38
Wed,26,32,37,44,50,35,34,43,42
Thur,26,34,47,53,44,43,45,50,52
Fri,21,24,28,42,52,50,52,50,37
Sat,2,10,13,14,15,12,12,3,3
Sun,26,29,32,36,50,33,32,36,39
Mon,7,15,16,20,23,15,14,15,7
Tue,28,32,35,35,49,35,31,38,39
Wed,26,32,37,41,49,34,33,34,39
Thur,28,38,41,54,50,44,45,55,48
Fri,21,25,35,42,47,48,52,55,38
Sat,5,13,12,13,16,14,12,5,1
Sun,26,31,31,34,46,33,31,43,38
Mon,9,14,17,17,23,15,14,19,5
Tue,26,32,38,29,46,34,33,36,39
Wed,24,34,36,41,45,38,32,41,40
Thur,25,35,46,55,44,45,45,56,51
Fri,19,30,27,45,48,49,50,58,38
Sat,4,10,12,14,17,11,14,2,4
Sun,29,33,37,29,47,32,33,40,37
Mon,7,15,15,18,22,17,13,15,5
Tue,28,32,36,38,51,33,32,43,39
Wed,24,34,37,37,48,37,33,37,39
Thur,25,35,47,57,49,43,47,51,53
Fri,19,28,26,42,51,49,50,52,37
Sat,5,8,12,13,16,11,12,2,3
Sun,28,32,33,32,47,33,31,37,40
Mon,4,17,16,20,22,15,13,17,4
Tue,29,34,30,37,45,32,33,36,40
Wed,26,36,36,43,49,34,31,39,42
Thur,27,40,44,52,49,44,46,52,45
Fri,23,29,32,39,47,50,52,59,37
Sat,3,10,14,13,17,11,13,3,2
